STATE,STATENAME,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,NUMOCCSNAME,DAY,DAYNAME,MONTH,MONTHNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,UNITTYPE,UNITTYPENAME,HIT_RUN,HIT_RUNNAME,REG_STAT,REG_STATNAME,OWNER,OWNERNAME,MAKE,MAKENAME,MODEL,MAK_MOD,MAK_MODNAME,BODY_TYP,BODY_TYPNAME,MOD_YEAR,MOD_YEARNAME,VIN,VINNAME,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,TOW_VEHNAME,J_KNIFE,J_KNIFENAME,MCARR_I1,MCARR_I1NAME,MCARR_I2,MCARR_I2NAME,MCARR_ID,MCARR_IDNAME,V_CONFIG,V_CONFIGNAME,CARGO_BT,CARGO_BTNAME,HAZ_INV,HAZ_INVNAME,HAZ_PLAC,HAZ_PLACNAME,HAZ_ID,HAZ_IDNAME,HAZ_CNO,HAZ_CNONAME,HAZ_REL,HAZ_RELNAME,BUS_USE,BUS_USENAME,SPEC_USE,SPEC_USENAME,EMER_USE,EMER_USENAME,TRAV_SP,TRAV_SPNAME,UNDERIDE,UNDERIDENAME,ROLLOVER,ROLLOVERNAME,ROLINLOC,ROLINLOCNAME,IMPACT1,IMPACT1NAME,DEFORMED,DEFORMEDNAME,TOWED,TOWEDNAME,M_HARM,M_HARMNAME,FIRE_EXP,FIRE_EXPNAME,DR_PRES,DR_PRESNAME,L_STATE,L_STATENAME,DR_ZIP,DR_ZIPNAME,L_STATUS,L_STATUSNAME,L_TYPE,L_TYPENAME,CDL_STAT,CDL_STATNAME,L_ENDORS,L_ENDORSNAME,L_COMPL,L_COMPLNAME,L_RESTRI,L_RESTRINAME,DR_HGT,DR_HGTNAME,DR_WGT,DR_WGTNAME,PREV_ACC,PREV_ACCNAME,PREV_SUS1,PREV_SUS1NAME,PREV_SUS2,PREV_SUS2NAME,PREV_SUS3,PREV_SUS3NAME,PREV_DWI,PREV_DWINAME,PREV_SPD,PREV_SPDNAME,PREV_OTH,PREV_OTHNAME,FIRST_MO,FIRST_MONAME,FIRST_YR,FIRST_YRNAME,LAST_MO,LAST_MONAME,LAST_YR,LAST_YRNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VPAVETYP,VPAVETYPNAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME,TRLR1VIN,TRLR1VINNAME,TRLR2VIN,TRLR2VINNAME,TRLR3VIN,TRLR3VINNAME,DEATHS,DR_DRINK,DR_DRINKNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,GVWR_TO,GVWR_TONAME,TRLR1GVWR,TRLR1GVWRNAME,TRLR2GVWR,TRLR2GVWRNAME,TRLR3GVWR,TRLR3GVWRNAME
41,Oregon,410007,2,2,1,01,8,8,2,February,1,1:00am-1:59am,6,6,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,82,Freightliner,881,82881,Freightliner Medium/Heavy - CBE,66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2007,2007,1FUJA6CK37PY,1FUJA6CK37PY,1,F,U,J,A,6,C,K,3,7,P,Y,1,One Trailing Unit,1,No,57,US DOT,0062143,0062143,570062143,570062143,6,Truck Tractor/Semi-Trailer,1,Van/Enclosed Box,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,58,058 MPH,0,No Underride or Override Noted,0,No Rollover,0,No Rollover,6,6 Clock Point,8,Not Reported,7,"Towed, Unknown Reason",12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,53,Washington,98684,98684,6,Valid,1,Full Driver License,6,Valid,0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,72,72,300,300 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",4,Four lanes,55,55 MPH,1,Straight,2,"Grade, Unknown Slope",1,Concrete,2,Wet,97,Not Reported,8,Not Reported,1,Going Straight,53,Traveling in same direction with higher speed,99,Unknown/Not Reported,1,Tracking,9,Unknown,25,"D25-Same Trafficway, Same Direction-Rear End-Slower, Going Straight",1UYVS3539J22,1UYVS3539J22,777777777777,No Trailing Units,777777777777,No Trailing Units,0,0,No,450,Freightliner,2482,Columbia,66,Truck-Tractor,0,Not Applicable,18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",18,"Class 8: 33,001 lbs. and above (14,969 kg and above)",18,"Class 8: 33,001 lbs and above (14,969 kg and above)",77,No Trailing Units,77,No Trailing Units
41,Oregon,410008,1,2,1,01,27,27,2,February,15,3:00pm-3:59pm,36,36,12,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,1,Driver (in this crash) was  Registered Owner,72,Harley-Davidson,706,72706,Harley-Davidson 750cc or greater,80,Two Wheel Motorcycle (excluding motor scooters),1994,1994,1HD1DJL31RY5,1HD1DJL31RY5,1,H,D,1,D,J,L,3,1,R,Y,5,0,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,998,Not Reported,0,No Underride or Override Noted,0,No Rollover,0,No Rollover,9,9 Clock Point,8,Not Reported,7,"Towed, Unknown Reason",12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,41,Oregon,97478,97478,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,1,Restrictions Complied With,74,74,205,205 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,9,Reported as Unknown,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,9,Unknown cause of control loss,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",64,"I64-Same Trafficway, Opposite Direction-Angle, Sideswipe-Lateral Move (Left/Right)",777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,1,1,Yes,3888,Harley Davidson,11562,FLHTC / Electra Glide Classic,81,Motorcycle - Touring / Sport Touring,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410008,2,2,1,01,27,27,2,February,15,3:00pm-3:59pm,36,36,12,Motor Vehicle In-Transport,6,Angle,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,1,Driver (in this crash) was  Registered Owner,12,Ford,481,12481,Ford F-Series pickup,34,Light Pickup,2000,2000,1FTSW31F1YEA,1FTSW31F1YEA,1,F,T,S,W,3,1,F,1,Y,E,A,0,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,55,055 MPH,0,No Underride or Override Noted,0,No Rollover,0,No Rollover,98,Not Reported,9,Reported as Unknown,5,Not Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,44,Rhode Island,97708,97708,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,999,Unknown,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,9,Unknown,65,"I65-Same Trafficway, Opposite Direction-Angle, Sideswipe-Lateral Move (Going Straight)",777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,0,0,No,460,Ford,1806,F-350,60,Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410009,1,1,1,01,29,29,2,February,0,0:00am-0:59am,8,8,38,Fence,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),37,Honda,31,37031,"Honda Civic/CRX, del Sol",4,"4-door sedan, hardtop",2003,2003,2HGES25773H5,2HGES25773H5,2,H,G,E,S,2,5,7,7,3,H,5,0,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,998,Not Reported,0,No Underride or Override Noted,1,"Rollover, Tripped by Object/Vehicle",5,On Roadside,9,9 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,39,Wall,1,Yes,1,Yes,41,Oregon,97023,97023,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,180,180 lbs.,0,,0,,1,1,1,1,1,1,0,,0,,3,March,2015,2015,8,August,2016,2016,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",2,Two lanes,98,Not Reported,1,Straight,1,Level,5,Dirt,2,Wet,0,No Controls,0,No Controls,99,Unknown,19,Unknown travel direction,99,Unknown/Not Reported,9,Precrash stability unknown,9,Unknown,99,M99-Unknown,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,1,1,Yes,474,Honda,1863,Civic,13,Sedan/Saloon,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410010,1,1,1,01,1,1,3,March,20,8:00pm-8:59pm,40,40,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),76,Yamaha,706,76706,Yamaha 750cc or greater,80,Two Wheel Motorcycle (excluding motor scooters),2003,2003,JYARN10Y33A0,JYARN10Y33A0,J,Y,A,R,N,1,0,Y,3,3,A,0,0,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,999,Reported as Unknown,0,No Underride or Override Noted,0,No Rollover,0,No Rollover,98,Not Reported,6,Disabling Damage,2,Towed Due to Disabling Damage,42,Tree (Standing Only),0,No or Not Reported,1,Yes,41,Oregon,97123,97123,0,Not licensed,0,Not Licensed,0,No (CDL),0,No Endorsements required for this vehicle,0,Not licensed,0,No Restrictions or Not Applicable,74,74,180,180 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,5,"Yes, Specifics Unknown",1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,5,"Skidding Laterally, Rotation Direction Unknown",4,Departed roadway,2,A2-Single Driver-Right Roadside Departure-Control/Traction Loss,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,1,1,Yes,564,Yamaha,11613,YZF-R1/YZF-R1C/YZF-R1,80,Motorcycle - Sport,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410011,1,1,1,01,2,2,3,March,7,7:00am-7:59am,22,22,35,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,14,Guam,1,Driver (in this crash) was  Registered Owner,22,Pontiac,20,22020,Pontiac Grand Prix (FWD),4,"4-door sedan, hardtop",2006,2006,2G2WP5525612,2G2WP5525612,2,G,2,W,P,5,5,2,5,6,1,2,0,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,998,Not Reported,0,No Underride or Override Noted,1,"Rollover, Tripped by Object/Vehicle",5,On Roadside,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,1,Rollover/Overturn,0,No or Not Reported,1,Yes,41,Oregon,97823,97823,6,Valid,1,Full Driver License,6,Valid,0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,9,Unknown,71,71,245,245 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,9,Reported as Unknown,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,3,Curve Left,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,12,Off the edge of the road on the left side,99,Unknown/Not Reported,1,Tracking,9,Unknown,6,B6-Single Driver-Left Roadside Departure-Drive Off Road,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,1,1,Yes,536,Pontiac,4262,Grand Prix,13,Sedan/Saloon,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410012,1,1,2,02,14,14,1,January,18,6:00pm-6:59pm,56,56,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),49,Toyota,442,49442,Toyota Sienna,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",2000,2000,4T3ZF13C5YU2,4T3ZF13C5YU2,4,T,3,Z,F,1,3,C,5,Y,U,2,0,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,35,035 MPH,0,No Underride or Override Noted,0,No Rollover,0,No Rollover,98,Not Reported,8,Not Reported,5,Not Towed,8,Pedestrian,0,No or Not Reported,1,Yes,41,Oregon,97024,97024,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,250,250 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,9,Unknown,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,0,0,No,448,Toyota,2468,Sienna,2,Minivan,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410013,1,2,1,01,16,16,1,January,7,7:00am-7:59am,13,13,12,Motor Vehicle In-Transport,2,Front-to-Front,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,1,Driver (in this crash) was  Registered Owner,2,Jeep / Kaiser-Jeep / Willys- Jeep,405,2405,Jeep / Kaiser-Jeep / Willys- Jeep Liberty,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2006,2006,1J4GL48K66W1,1J4GL48K66W1,1,J,4,G,L,4,8,K,6,6,W,1,0,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,998,Not Reported,0,No Underride or Override Noted,0,No Rollover,0,No Rollover,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,41,Oregon,97404,97404,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,180,180 lbs.,0,,0,,0,,0,,0,,0,,1,1,1,January,2018,2018,1,January,2018,2018,0,No,1,"Two-Way, Not Divided",3,Three lanes,40,40 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,97,Not Reported,8,Not Reported,1,Going Straight,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",50,"G50-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Left/Right)",777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,1,0,No,483,Jeep,1944,Liberty,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410013,2,2,1,01,16,16,1,January,7,7:00am-7:59am,13,13,12,Motor Vehicle In-Transport,2,Front-to-Front,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,7,Dodge,880,7880,"Dodge Medium/Heavy Pickup (pickup-style only â over 10,000 lbs)",67,"Medium/heavy Pickup (GVWR greater than 10,000 lbs.)",2017,2017,3C63R3EL3HG5,3C63R3EL3HG5,3,C,6,3,R,3,E,L,3,H,G,5,0,No Trailing Units,0,Not an Articulated Vehicle,88,,888888888,,88888888888,,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",97,Other,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,45,045 MPH,0,No Underride or Override Noted,1,"Rollover, Tripped by Object/Vehicle",1,On Roadway,12,12 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,41,Oregon,97487,97487,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,73,73,205,205 lbs.,1,1,0,,1,1,0,,0,,0,,0,,11,November,2016,2016,12,December,2018,2018,0,No,1,"Two-Way, Not Divided",3,Three lanes,40,40 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,97,Not Reported,8,Not Reported,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,51,"G51-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Going Straight)",777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,0,0,No,496,Ram,13622,3500,60,Pickup,0,Not Applicable,13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",13,"Class 3: 10,001 - 14,000 lbs. (4,536 - 6,350 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410014,1,1,1,01,3,3,3,March,23,11:00pm-11:59pm,25,25,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,41,Oregon,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),12,Ford,401,12401,"Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2003,2003,1FMZU73W93ZA,1FMZU73W93ZA,1,F,M,Z,U,7,3,W,9,3,Z,A,0,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,999,Reported as Unknown,0,No Underride or Override Noted,0,No Rollover,0,No Rollover,12,12 Clock Point,8,Not Reported,5,Not Towed,8,Pedestrian,0,No or Not Reported,1,Yes,41,Oregon,97304,97304,1,Suspended,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,155,155 lbs.,0,,0,,0,,7,7,0,,1,1,7,7,8,August,2017,2017,12,December,2019,2019,9,Reported as Unknown,1,"Two-Way, Not Divided",2,Two lanes,40,40 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,99,Unknown,82,Pedestrian unknown location,99,Unknown/Not Reported,9,Precrash stability unknown,9,Unknown,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,0,0,No,460,Ford,1800,Explorer,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410015,1,1,1,01,11,11,3,March,6,6:00am-6:59am,20,20,59,Traffic Sign Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,1,Driver (in this crash) was  Registered Owner,7,Dodge,442,7442,Dodge Caravan/Grand Caravan,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",1996,1996,2B4GP2431TR8,2B4GP2431TR8,2,B,4,G,P,2,4,3,1,T,R,8,0,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,000000000,Not Applicable,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use,0,Not Applicable,998,Not Reported,0,No Underride or Override Noted,1,"Rollover, Tripped by Object/Vehicle",5,On Roadside,3,3 Clock Point,6,Disabling Damage,2,Towed Due to Disabling Damage,1,Rollover/Overturn,0,No or Not Reported,1,Yes,41,Oregon,97874,97874,6,Valid,1,Full Driver License,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,66,66,180,180 lbs.,0,,0,,0,,0,,0,,0,,1,1,7,July,2017,2017,7,July,2017,2017,9,Reported as Unknown,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,3,Curve Left,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,99,Unknown,12,Off the edge of the road on the left side,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,6,B6-Single Driver-Left Roadside Departure-Drive Off Road,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,1,0,No,476,Dodge,1942,Caravan/Grand Caravan,2,Minivan,0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
41,Oregon,410016,1,1,1,01,17,17,3,March,15,3:00pm-3:59pm,27,27,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,41,Oregon,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,84,International Harvester/Navistar,881,84881,International Harvester/Navistar Medium/Heavy - CBE,63,"Single-unit straight truck or Cab-Chassis (GVWR greater than 26,000 lbs.)",2012,2012,1HTMMAANXCH4,1HTMMAANXCH4,1,H,T,M,M,A,A,N,X,C,H,4,0,No Trailing Units,0,Not an Articulated Vehicle,57,US DOT,089243,089243,57089243,57089243,2,Single-Unit Truck (3 or more axles),1,Van/Enclosed Box,2,Yes,2,Yes,8888,Not Reported,2,02,1,No,0,Not a Bus,0,No Special Use,0,Not Applicable,5,005 MPH,0,No Underride or Override Noted,0,No Rollover,0,No Rollover,12,12 Clock Point,0,No Damage,5,Not Towed,9,Pedalcyclist,0,No or Not Reported,1,Yes,41,Oregon,97459,97459,6,Valid,1,Full Driver License,6,Valid,1,"Endorsement(s) Required, Complied with",3,Valid license for this class vehicle,1,Restrictions Complied With,70,70,178,178 lbs.,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",5,Five lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,2,Traffic control signal (on colors) with Pedestrian Signal,3,Device Functioning Properly,10,Turning Right,83,Pedalcyclist or other non-motorist in road,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,0,0,No,526,International,2649,MA025,11,Truck,0,Not Applicable,17,"Class 7: 26,001 - 33,000 lbs. (11,794 - 14,969 kg)",17,"Class 7: 26,001 - 33,000 lbs. (11,794 - 14,969 kg)",77,No Trailing Units,77,No Trailing Units,77,No Trailing Units
