ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,GEOID,NAMELSAD,MEDIAN_INCOME,TOTAL_POPULATION,PCT_WHITE,PCT_BLACK,PCT_HISPANIC,PCT_TRANSIT_WALK_COMMUTE
410047,1,59,Male,Pedestrian,2023,February,Wednesday,5:00pm-5:59pm,Dusk,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.51917778,-122.46593056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051009604,Census Tract 96.04,61320.0,5441,43.39275868406543,6.7818415732402135,36.66605403418489,6.995884773662551
410055,1,39,Male,Pedestrian,2023,February,Tuesday,0:00am-0:59am,Dark - Lighted,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.08381389,-121.29555278,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41017001101,Census Tract 11.01,95158.0,7107,82.62276628675953,0.0,8.287603770930069,5.572380375529982
410056,1,54,Male,Pedestrian,2023,February,Tuesday,7:00am-7:59am,Daylight,Cloudy,Urban,Local,T-Intersection,On Roadway,None / Unknown,45.52947222,-122.56290556,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Southbound,Not a Cyclist,98,Not Reported,20,Stop Sign,1,"Two-Way, Not Divided",41051008100,Census Tract 81,48106.0,7983,53.71414255292497,15.620693974696229,9.658023299511461,20.721649484536083
410060,1,30,Male,Pedestrian,2023,February,Sunday,6:00pm-6:59pm,Dark - Not Lighted,Rain | Cloudy,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,46.10291667,-123.18036667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41009970201,Census Tract 9702.01,63281.0,3344,84.688995215311,0.17942583732057416,2.511961722488038,3.571428571428571
410061,1,19,Male,Pedestrian,2023,February,Monday,6:00pm-6:59pm,Dark - Lighted,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.61923056,-121.14193333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41031960201,Census Tract 9602.01,44611.0,3265,43.30781010719755,0.0,41.13323124042879,6.340057636887608
410061,2,17,Female,Pedestrian,2023,February,Monday,6:00pm-6:59pm,Dark - Lighted,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.61923056,-121.14193333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41031960201,Census Tract 9602.01,44611.0,3265,43.30781010719755,0.0,41.13323124042879,6.340057636887608
410062,1,33,Male,Pedestrian,2023,February,Friday,4:00pm-4:59pm,Daylight,Cloudy,Rural,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.59757778,-123.21923333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,97,Not Reported,1,"Two-Way, Not Divided",41067033600,Census Tract 336,110185.0,2438,81.58326497128795,0.0,4.716981132075472,0.0
410063,1,33,Male,Pedestrian,2023,February,Monday,5:00am-5:59am,Dark - Lighted,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.53473611,-122.877975,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,45,45 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41067031626,Census Tract 316.26,80993.0,3623,54.87165332597294,0.0,4.471432514490754,1.3169845594913716
410065,1,29,Male,Pedestrian,2023,February,Thursday,8:00pm-8:59pm,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.07324722,-123.14576667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039004300,Census Tract 43,41792.0,7054,71.3354125318968,1.2191664303941026,18.060674794442868,4.0669856459330145
410068,1,69,Female,Pedestrian,2023,February,Monday,2:00pm-2:59pm,Daylight,Clear,Urban,Local,Not an Intersection,On Roadside,None / Unknown,45.52223889,-122.48943889,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41051009606,Census Tract 96.06,50540.0,5369,35.59322033898305,2.2723039672192216,39.50456323337679,18.70109546165884
410080,1,46,Male,Pedestrian,2023,March,Saturday,6:00pm-6:59pm,Not Reported,Cloudy,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,45.5494,-122.49600556,At Intersection,Not a Cyclist,Intersection Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051009501,Census Tract 95.01,68012.0,4894,39.53821005312628,15.120555782590927,14.630159378831223,9.13508260447036
410092,1,59,Male,Pedestrian,2023,March,Friday,3:00am-3:59am,Dark - Lighted,Clear,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,45.4931,-122.86039444,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,45,45 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41067031624,Census Tract 316.24,85469.0,4489,52.23880597014925,1.871240810871018,29.249276008019603,10.227711308375145
410100,1,69,Male,Pedestrian,2023,March,Saturday,1:00pm-1:59pm,Daylight,Clear,Rural,Interstate,Not an Intersection,On Shoulder,None / Unknown,45.68792222,-120.769025,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41055950100,Census Tract 9501,57171.0,1900,87.10526315789474,0.3684210526315789,5.052631578947368,5.323193916349809
410103,1,38,Female,Pedestrian,2023,March,Saturday,9:00pm-9:59pm,Dark - Unknown Lighting,Not Reported,Urban,Major Collector,T-Intersection,On Roadway,None / Unknown,45.52999444,-122.40596667,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051010303,Census Tract 103.03,73321.0,5552,63.32853025936599,4.556916426512968,13.562680115273777,5.346127484578479
410104,1,32,Female,Pedestrian,2023,March,Monday,6:00pm-6:59pm,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,44.94956389,-123.00338333,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",41047000703,Census Tract 7.03,56500.0,2626,52.513328255902515,1.4470677837014472,34.84386900228485,3.308823529411765
410108,1,53,Female,Bicyclist,2023,March,Tuesday,3:00pm-3:59pm,Daylight,Rain,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,44.93354444,-123.04028333,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,25,25 MPH,20,Stop Sign,1,"Two-Way, Not Divided",41047000200,Census Tract 2,51630.0,4225,65.37278106508876,0.5680473372781065,16.023668639053255,26.73956262425447
410109,1,67,Female,Pedestrian,2023,March,Thursday,8:00pm-8:59pm,Dark - Not Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.14626667,-122.83575278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41047010305,Census Tract 103.05,60526.0,5148,24.747474747474747,0.9712509712509712,68.3954933954934,2.7543314082629946
410111,1,55,Male,Pedestrian,2023,April,Saturday,0:00am-0:59am,Dark - Not Lighted,Rain,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.43261111,-122.36155556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41005023300,Census Tract 233,123421.0,5519,76.57184272513136,0.07247689798876608,13.60753759739083,2.322040350209364
410121,1,85,Male,Pedestrian,2023,April,Thursday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Major Collector,T-Intersection,On Roadway,None / Unknown,45.48717778,-122.871825,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",41067031703,Census Tract 317.03,69790.0,5544,51.40692640692641,1.948051948051948,30.465367965367967,3.8831935383659517
410124,1,46,Female,Pedestrian,2023,April,Sunday,9:00pm-9:59pm,Dark - Not Lighted,Rain,Rural,Interstate,Not an Intersection,On Roadway,None / Unknown,43.83458611,-123.02904444,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,6,Entrance/Exit Ramp,41039001201,Census Tract 12.01,71979.0,4245,84.45229681978799,0.7538280329799765,2.87396937573616,5.957683741648108
410137,1,73,Male,Pedestrian,2023,January,Tuesday,5:00pm-5:59pm,Dusk,Not Reported,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,42.04795,-124.26467222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41015950402,Census Tract 9504.02,49213.0,1599,96.31019387116947,0.06253908692933083,1.2507817385866167,0.8849557522123894
410138,1,26,Female,Pedestrian,2023,February,Sunday,2:00am-2:59am,Dark - Lighted,Snow,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.53742778,-122.47727222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051009605,Census Tract 96.05,64583.0,6255,41.183053557154274,11.91047162270184,27.865707434052755,6.273644388398488
410139,1,62,Male,Person on a Personal Conveyance,2023,April,Friday,0:00am-0:59am,Dark - Unknown Lighting,Clear,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.52647222,-122.57894167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051001702,Census Tract 17.02,77236.0,4001,64.40889777555611,2.899275181204699,9.02274431392152,17.21162579473206
410142,1,50,Female,Pedestrian,2023,April,Saturday,10:00pm-10:59pm,Dark - Not Lighted,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.86337222,-119.2909,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41059951000,Census Tract 9510,62868.0,6492,48.93715341959334,0.15403573629081946,44.03881700554529,3.374849337083166
410158,1,40,Female,Pedestrian,2023,April,Tuesday,5:00am-5:59am,Dark - Lighted,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.55367778,-122.53709167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051009502,Census Tract 95.02,63516.0,3471,57.56266205704408,13.48314606741573,15.471045808124458,7.7797725912627165
410159,1,81,Female,Pedestrian,2023,May,Tuesday,1:00pm-1:59pm,Daylight,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.53499444,-122.6506,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,20,20 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",41051002402,Census Tract 24.02,71695.0,3310,70.75528700906344,6.374622356495468,11.63141993957704,14.868491680085882
410168,1,75,Male,Person on a Personal Conveyance,2023,May,Tuesday,3:00pm-3:59pm,Daylight,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.49232222,-122.47571667,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,0,No Statutory Limit/Non-Trafficway or Driveway Access,97,Not Reported,0,Non-Trafficway or Driveway Access,41051009803,Census Tract 98.03,49185.0,7899,52.0065831117863,6.114698063045955,30.522850993796684,9.956709956709958
410176,1,21,Male,Pedestrian,2023,May,Saturday,3:00am-3:59am,Dark - Not Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.03343611,-123.07834167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41039004800,Census Tract 48,39506.0,5760,79.09722222222221,2.326388888888889,10.416666666666668,20.743301642178047
410190,1,35,Female,Pedestrian,2023,May,Wednesday,1:00pm-1:59pm,Daylight,Not Reported,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.50403333,-122.53646667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051009002,Census Tract 90.02,60685.0,4581,51.21152586771447,10.805500982318271,19.82099978170705,14.221014492753623
410197,1,58,Male,Bicyclist,2023,May,Wednesday,0:00am-0:59am,Dark - Not Lighted,Clear,Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.033675,-122.75985278,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,60,60 MPH,97,Not Reported,1,"Two-Way, Not Divided",41047010503,Census Tract 105.03,91490.0,3695,81.67794316644114,0.7036535859269283,10.121786197564276,2.168815943728019
410198,1,43,Female,Pedestrian,2023,March,Saturday,2:00am-2:59am,Dark - Lighted,Clear,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.83942222,-119.290825,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",41059951000,Census Tract 9510,62868.0,6492,48.93715341959334,0.15403573629081946,44.03881700554529,3.374849337083166
410208,1,47,Male,Pedestrian,2023,June,Tuesday,10:00pm-10:59pm,Dark - Lighted,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.57249444,-122.63062222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",41051003603,Census Tract 36.03,101875.0,1735,70.43227665706053,12.44956772334294,7.1469740634005765,5.92755214050494
410209,1,22,Female,Pedestrian,2023,June,Tuesday,10:00pm-10:59pm,Dark - Lighted,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,42.38001944,-122.90583333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41029001100,Census Tract 11,78326.0,5524,87.25561187545256,0.25343953656770457,5.684286748732802,1.5270326042096576
410210,1,55,Male,Bicyclist,2023,June,Saturday,11:00am-11:59am,Daylight,Clear,Rural,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.07019167,-123.07266389,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41053005302,Census Tract 53.02,88125.0,2300,90.30434782608697,0.0,5.304347826086957,2.2381378692927485
410220,1,21,Male,Person on a Personal Conveyance,2023,June,Saturday,4:00am-4:59am,Dark - Not Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.00449167,-122.98301389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",41047002502,Census Tract 25.02,79474.0,5713,59.110799929984246,0.0,34.605286189392615,1.1252813203300824
410221,1,15,Male,Bicyclist,2023,June,Saturday,4:00pm-4:59pm,Daylight,Clear,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,44.05490833,-121.27109722,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,25,25 MPH,20,Stop Sign,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41017001903,Census Tract 19.03,85122.0,6340,86.60883280757098,0.694006309148265,8.406940063091483,7.806993765248035
410221,2,16,Male,Bicyclist,2023,June,Saturday,4:00pm-4:59pm,Daylight,Clear,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,44.05490833,-121.27109722,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,25,25 MPH,20,Stop Sign,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41017001903,Census Tract 19.03,85122.0,6340,86.60883280757098,0.694006309148265,8.406940063091483,7.806993765248035
410227,1,66,Male,Pedestrian,2023,June,Friday,3:00am-3:59am,Dark - Not Lighted,Cloudy,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.01409722,-123.78735556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",41039000500,Census Tract 5,51319.0,2033,90.11313330054107,0.0,1.6232169208066896,0.5681818181818182
410230,1,34,Male,Person on a Personal Conveyance,2023,June,Sunday,1:00am-1:59am,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.04591667,-122.98225278,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41039001902,Census Tract 19.02,64224.0,5960,69.56375838926175,0.8389261744966443,18.036912751677853,6.128663875142749
410233,1,54,Female,Pedestrian,2023,June,Saturday,10:00pm-10:59pm,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,43.191125,-123.36561111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",41019140000,Census Tract 1400,45258.0,5722,86.05382733310032,0.0,3.4078993358965395,0.813421453990849
410240,1,26,Male,Pedestrian,2023,June,Thursday,11:00pm-11:59pm,Dark - Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.58670833,-122.63193333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41051007300,Census Tract 73,40893.0,1362,56.093979441997064,10.719530102790015,14.170337738619676,22.18045112781955
410255,1,57,Male,Bicyclist,2023,July,Friday,1:00pm-1:59pm,Daylight,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.84831389,-124.04515833,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,45,45 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",41041950602,Census Tract 9506.02,55802.0,3103,87.04479535932968,0.06445375443119562,3.7060908797937477,8.079268292682928
