ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,SPATIAL_CLUSTER
410378,1,64,Male,Bicyclist,2020,December,Friday,4:00pm-4:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.59584167,-122.66991667,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,55,55 MPH,97,Not Reported,4,One-Way Trafficway,-1
410381,1,66,Male,Person on Non-Motorized Personal Conveyance,2020,December,Wednesday,8:00pm-8:59pm,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.45988889,-122.70774167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410385,1,40,Male,Pedestrian,2020,December,Wednesday,8:00pm-8:59pm,Dark - Unknown Lighting,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Shoulder,None / Unknown,45.53355833,-122.54042778,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,-1
410389,1,51,Female,Pedestrian,2020,December,Thursday,7:00pm-7:59pm,Dark - Lighted,Rain | Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.50037778,-122.53765278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,97,Not Reported,1,"Two-Way, Not Divided",7
410399,1,33,Male,Pedestrian,2020,September,Friday,6:00pm-6:59pm,Not Reported,Not Reported,Urban,Minor Arterial,Not an Intersection,Not Reported,None / Unknown,45.51918333,-122.47973889,Not At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,-1
410400,1,58,Male,Pedestrian,2020,October,Friday,5:00pm-5:59pm,Dark - Unknown Lighting,Not Reported,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.43837222,-123.27707222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410401,1,67,Male,Person on Motorized Personal Conveyance,2020,October,Monday,4:00pm-4:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.52046389,-122.47030556,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410405,1,28,Male,Pedestrian,2020,October,Saturday,7:00pm-7:59pm,Dark - Lighted,Cloudy,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51992222,-122.83963333,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410407,1,39,Male,Pedestrian,2020,November,Wednesday,6:00pm-6:59pm,Not Reported,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.49503333,-122.40697222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,8,Not Reported,-1
410408,1,90,Male,Pedestrian,2020,November,Friday,6:00pm-6:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.28831111,-121.17396944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410415,1,47,Male,Pedestrian,2020,October,Monday,7:00pm-7:59pm,Dark - Lighted,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.40348333,-122.74440833,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410417,1,61,Female,Pedestrian,2020,October,Tuesday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Urban,Major Collector,Not an Intersection,On Roadside,None / Unknown,44.64805833,-123.06103333,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410421,1,55,Male,Bicyclist,2020,October,Saturday,2:00pm-2:59pm,Daylight,Clear,Urban,Local,Not an Intersection,On Roadway,None / Unknown,44.953275,-122.98878611,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,25,25 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410425,1,65,Male,Pedestrian,2020,October,Monday,5:00pm-5:59pm,Daylight,Not Reported,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.92903333,-123.31503333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410445,1,79,Female,Pedestrian,2020,November,Wednesday,8:00am-8:59am,Daylight,Rain,Rural,Minor Collector,Four-Way Intersection,On Roadway,None / Unknown,45.5965,-123.00290556,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,25,25 MPH,20,Stop Sign,1,"Two-Way, Not Divided",-1
410448,1,66,Female,Pedestrian,2020,December,Tuesday,5:00pm-5:59pm,Dark - Lighted,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.947875,-123.09433611,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410462,1,37,Female,Pedestrian,2020,November,Tuesday,9:00pm-9:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.51017778,-122.96931111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410465,1,35,Male,Pedestrian,2020,November,Thursday,7:00pm-7:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.39470833,-122.61552222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410472,1,28,Male,Pedestrian,2020,November,Sunday,5:00pm-5:59pm,Dark - Not Lighted,Rain,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,44.94911389,-122.99047222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410002,1,61,Male,Pedestrian,2021,January,Friday,7:00pm-7:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.086475,-123.12421667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410004,1,16,Female,Pedestrian,2021,January,Wednesday,4:00am-4:59am,Dark - Lighted,Rain,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,44.94864444,-122.989775,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,6,Entrance/Exit Ramp,-1
410005,1,28,Female,Pedestrian,2021,January,Thursday,5:00pm-5:59pm,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.05347778,-124.26346667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410008,1,50,Female,Pedestrian,2021,January,Wednesday,10:00am-10:59am,Daylight,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,Utility,45.37454722,-122.11788611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410027,1,41,Male,Pedestrian,2021,January,Saturday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.22804167,-121.76576389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410031,1,20,Male,Pedestrian,2021,February,Tuesday,6:00pm-6:59pm,Dark - Not Lighted,Rain,Rural,Local,Not an Intersection,On Roadway,None / Unknown,44.23696667,-123.22943611,Not At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410037,1,34,Male,Pedestrian,2021,February,Saturday,0:00am-0:59am,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.49928889,-122.66005278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410038,1,61,Male,Pedestrian,2021,February,Saturday,8:00am-8:59am,Daylight,Clear,Urban,Local,Not an Intersection,On Roadway,None / Unknown,45.452675,-122.54211389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410051,1,86,Male,Pedestrian,2021,February,Saturday,7:00pm-7:59pm,Dark - Not Lighted,Cloudy,Rural,Major Collector,Not an Intersection,Not Reported,None / Unknown,45.43825833,-122.904625,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410052,1,25,Male,Bicyclist,2021,February,Sunday,8:00pm-8:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.92429444,-122.98351667,Not a Pedestrian,At Intersection,Not a Pedestrian,Sidewalk  / Crosswalk / Driveway Access,Not a Pedestrian,Not applicable,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410058,1,78,Female,Pedestrian,2021,March,Wednesday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.92828611,-123.27661944,Intersection-Related,Not a Cyclist,Travel Lane,Not a Cyclist,Northbound,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410072,1,23,Male,Pedestrian,2021,June,Monday,9:00pm-9:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.08814444,-121.30608056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410073,1,50,Male,Pedestrian,2021,March,Monday,2:00pm-2:59pm,Daylight,Cloudy,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.97000278,-122.97073333,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410089,1,22,Male,Pedestrian,2021,May,Monday,2:00am-2:59am,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,42.33198889,-122.87047222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410095,1,60,Male,Pedestrian,2021,May,Tuesday,11:00pm-11:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.62244722,-121.13131667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410098,1,55,Male,Pedestrian,2021,April,Saturday,1:00am-1:59am,Dark - Unknown Lighting,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.13401944,-122.89777222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410101,1,66,Male,Pedestrian,2021,April,Saturday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.55918333,-122.57854167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410102,1,41,Male,Bicyclist,2021,April,Wednesday,3:00am-3:59am,Dark - Not Lighted,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.20330556,-121.22675278,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,65,65 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410104,1,24,Male,Pedestrian,2021,April,Thursday,1:00am-1:59am,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.50691667,-122.82483889,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410107,1,24,Male,Bicyclist,2021,April,Friday,5:00am-5:59am,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.21145,-123.19794167,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Facing Traffic,25,25 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,4,One-Way Trafficway,-1
410110,1,40,Female,Pedestrian,2021,April,Saturday,8:00pm-8:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other Freeways and Expressways,Not an Intersection,On Roadway,None / Unknown,42.38698611,-122.85596389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410112,1,23,Male,Pedestrian,2021,April,Saturday,11:00pm-11:59pm,Dark - Not Lighted,Clear,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.632,-123.94138056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410134,1,41,Male,Pedestrian,2021,May,Saturday,11:00pm-11:59pm,Dark - Lighted,Clear,Urban,Interstate,Not an Intersection,On Shoulder,None / Unknown,45.04875278,-122.97407222,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,6,Entrance/Exit Ramp,-1
410136,1,41,Male,Pedestrian,2021,May,Monday,1:00am-1:59am,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.51998889,-123.01166111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410141,1,14,Male,Bicyclist,2021,May,Monday,7:00pm-7:59pm,Daylight,Clear,Urban,Local,T-Intersection,On Roadway,None / Unknown,42.32298611,-122.81627222,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410158,1,63,Female,Pedestrian,2021,June,Thursday,1:00am-1:59am,Dark - Not Lighted,Clear,Rural,Interstate,Not an Intersection,On Roadway,None / Unknown,45.10025,-122.932125,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410168,1,79,Male,Pedestrian,2021,June,Thursday,8:00am-8:59am,Daylight,Clear,Urban,Local,Not an Intersection,On Roadway,None / Unknown,45.43353889,-122.48418056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410180,1,73,Female,Pedestrian,2021,July,Friday,4:00pm-4:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,44.94288056,-123.03545833,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,25,25 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,4,One-Way Trafficway,-1
410185,1,34,Male,Pedestrian,2021,July,Monday,1:00am-1:59am,Dark - Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.59501389,-122.63539722,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410191,1,35,Female,Pedestrian,2021,July,Wednesday,10:00pm-10:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,44.94685556,-123.03723889,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",12
410199,1,70,Male,Pedestrian,2021,July,Monday,9:00pm-9:59pm,Not Reported,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,43.39411389,-124.21951944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410217,1,49,Male,Pedestrian,2021,August,Sunday,1:00am-1:59am,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,43.22035278,-123.35845833,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,60,60 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410219,1,33,Female,Pedestrian,2021,July,Friday,1:00pm-1:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.96908056,-122.98483056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410235,1,48,Male,Pedestrian,2021,August,Tuesday,1:00am-1:59am,Dark - Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.53514444,-122.63107778,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410236,1,61,Male,Bicyclist,2021,August,Tuesday,6:00pm-6:59pm,Daylight,Clear,Rural,Minor Arterial,Not an Intersection,On Shoulder,None / Unknown,43.99690833,-121.40109167,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,Unknown,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410248,1,37,Male,Bicyclist,2021,July,Sunday,1:00am-1:59am,Dark - Unknown Lighting,Not Reported,Rural,Minor Arterial,Not an Intersection,On Shoulder,None / Unknown,45.25514167,-122.77018333,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410255,1,59,Male,Bicyclist,2021,March,Saturday,4:00pm-4:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,44.06497222,-121.30252778,Not a Pedestrian,At Intersection,Not a Pedestrian,Sidewalk  / Crosswalk / Driveway Access,Not a Pedestrian,Not applicable,98,Not Reported,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,1,"Two-Way, Not Divided",-1
410257,1,43,Male,Pedestrian,2021,May,Wednesday,7:00am-7:59am,Not Reported,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,43.38100833,-124.24601111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410260,1,84,Female,Bicyclist,2021,July,Saturday,6:00am-6:59am,Dawn,Clear,Urban,Major Collector,Not an Intersection,Not Reported,None / Unknown,42.25995556,-122.82396111,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Unknown,Not a Pedestrian,Unknown,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
